'Test Type,Test Description
0,test workers 
'Version
1.1.0
'Time Stamp
2024-03-18 13:47:39:670
'Access specifications
'Access specification name,default assignment
256 KiB; 100% Read; 0% random,0
'size,% of size,% reads,% random,delay,burst,align,reply
262144,100,100,0,0,1,0,0,
'End access specifications
'Results
'Target Type,Target Name,Access Specification Name,# Managers,# Workers,# Disks,IOps,Read IOps,Write IOps,MiBps (Binary),Read MiBps (Binary),Write MiBps (Binary),MBps (Decimal),Read MBps (Decimal),Write MBps (Decimal),Transactions per Second,Connections per Second,Average Response Time,Average Read Response Time,Average Write Response Time,Average Transaction Time,Average Connection Time,Maximum Response Time,Maximum Read Response Time,Maximum Write Response Time,Maximum Transaction Time,Maximum Connection Time,Errors,Read Errors,Write Errors,Bytes Read,Bytes Written,Read I/Os,Write I/Os,Connections,Transactions per Connection,Total Raw Read Response Time,Total Raw Write Response Time,Total Raw Transaction Time,Total Raw Connection Time,Maximum Raw Read Response Time,Maximum Raw Write Response Time,Maximum Raw Transaction Time,Maximum Raw Connection Time,Total Raw Run Time,Starting Sector,Maximum Size,Queue Depth,% CPU Utilization,% User Time,% Privileged Time,% DPC Time,% Interrupt Time,Processor Speed,Interrupts per Second,CPU Effectiveness,Packets/Second,Packet Errors,Segments Retransmitted/Second,0 to 50 uS,50 to 100 uS,100 to 200 uS,200 to 500 uS,0.5 to 1 mS,1 to 2 mS,2 to 5 mS,5 to 10 mS,10 to 15 mS,15 to 20 mS,20 to 30 mS,30 to 50 mS,50 to 100 mS,100 to 200 mS,200 to 500 mS,0.5 to 1 S,1 to 2 s,2 to 4.7 s,4.7 to 5 s,5 to 10 s, >= 10 s
ALL,All,256 KiB; 100% Read; 0% random,1,1,1,2861.641447,2861.641447,0.000000,715.410362,715.410362,0.000000,750.162136,750.162136,0.000000,2861.641447,0.000000,0.348996,0.348996,0.000000,0.348996,0.000000,4.251300,4.251300,0.000000,4.251300,0.000000,0,0,0,450102296576,0,1717004,0,0,-1,,,,,,,,,,0,0,1,2.289062,0.206380,2.082682,0.556641,0.296875,,10115.271722,1250.137172,0.620000,0.000000,0.000000,0,0,0,1701100,15785,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MANAGER,DESKTOP-B59M5J7,256 KiB; 100% Read; 0% random,,1,1,2861.641447,2861.641447,0.000000,715.410362,715.410362,0.000000,750.162136,750.162136,0.000000,2861.641447,0.000000,0.348996,0.348996,0.000000,0.348996,0.000000,4.251300,4.251300,0.000000,4.251300,0.000000,0,0,0,450102296576,0,1717004,0,0,-1,5992282184,0,5992282184,0,42513,0,42513,0,6000066855,0,0,1,2.289062,0.206380,2.082682,0.556641,0.296875,10000000.000000,10115.271722,1250.137172,0.620000,0.000000,0.000000,0,0,0,1701100,15785,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PROCESSOR,CPU 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.356770,0.218750,2.138021,0.578125,0.291667,10000000.000000,2510.648347,,,,
PROCESSOR,CPU 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.372395,0.242188,2.130208,0.578125,0.268229,10000000.000000,2516.558347,,,,
PROCESSOR,CPU 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.226562,0.140625,2.085938,0.567708,0.304688,10000000.000000,2499.963347,,,,
PROCESSOR,CPU 3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.200520,0.223958,1.976563,0.502604,0.322917,10000000.000000,2588.101681,,,,
WORKER,Worker 1,256 KiB; 100% Read; 0% random,,,1,2861.641447,2861.641447,0.000000,715.410362,715.410362,0.000000,750.162136,750.162136,0.000000,2861.641447,0.000000,0.348996,0.348996,0.000000,0.348996,0.000000,4.251300,4.251300,0.000000,4.251300,0.000000,0,0,0,450102296576,0,1717004,0,0,-1,5992282184,0,5992282184,0,42513,0,42513,0,6000066855,0,0,1,,,,,,10000000.000000,,,,,,0,0,0,1701100,15785,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DISK,1: "VMware Virtual disk 2.0",,,,,2861.641447,2861.641447,0.000000,715.410362,715.410362,0.000000,750.162136,750.162136,0.000000,2861.641447,0.000000,0.348996,0.348996,0.000000,0.348996,0.000000,4.251300,4.251300,0.000000,4.251300,0.000000,0,0,0,450102296576,0,1717004,0,0,-1,5992282184,0,5992282184,0,42513,0,42513,0,6000066855,0,0,1,,,,,,10000000.000000,,,,,,0,0,0,1701100,15785,92,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0
'Time Stamp
2024-03-18 13:57:39:781
'End Test
'Test Type,Test Description
0,test workers 
'Version
1.1.0
'Time Stamp
2024-03-18 14:02:53:640
'Access specifications
'Access specification name,default assignment
256 KiB; 100% Read; 0% random,0
'size,% of size,% reads,% random,delay,burst,align,reply
262144,100,100,0,0,1,0,0,
'End access specifications
'Results
